protein_id,TPR
q06406,1.0
q01081,0.017391304347826087
p37173,0.7619047619047619
p63165,1.0
p47054,0.9492753623188406
p52597,0.8
q96gu1,1.0
p45985,0.6395348837209303
p35236,1.0
q27934,1.0
p38862,0.7692307692307693
p27682,0.978494623655914
p30281,0.5263157894736842
q9umr2,0.6486486486486487
q13501,0.9782608695652174
p12956,0.2597402597402597
q9h816,0.45454545454545453
q9y6h6,1.0
p36894,0.9375
p0adv9,0.0
q9buh6,0.9032258064516129
p10071,1.0
q5vzk9,1.0
q96270,0.9349112426035503
q9vma3,1.0
p76407,0.0
p06401,0.9949238578680203
p30307,1.0
p84634,1.0
q13469,1.0
o14745,0.6923076923076923
q9han9,0.0
p05556,1.0
p42226,1.0
p11912,0.7049180327868853
p04386,1.0
p34087,0.0
q16576,0.9736842105263158
p06400,0.9601449275362319
p04052,1.0
p22059,1.0
o95149,0.654320987654321
q9ukt5,0.16666666666666666
p32628,0.6548223350253807
p70604,0.5061728395061729
q9epu7,1.0
q07666,1.0
q13148,0.8053691275167785
p68688,0.0
q9z1x4,0.78125
q99075,0.7941176470588235
p33411,1.0
o00571,0.8383233532934131
p84051,1.0
q9hd26,1.0
p05067,0.8
p52926,0.9724770642201835
p06748,0.23383084577114427
q9y6k9,0.5813953488372093
o61667,1.0
p32337,1.0
p08263,0.13333333333333333
q15691,0.5
o14519,1.0
q15796,0.9583333333333334
p16333,1.0
p32684,0.02631578947368421
o14140,1.0
q9ji51,0.0
q03834,0.8881578947368421
p09429,0.27906976744186046
o95718,0.7307692307692307
p46669,0.5882352941176471
o00429,0.7870370370370371
p98177,0.9473684210526315
q9vzu1,1.0
p68363,0.3125
p41208,1.0
q9upr3,0.6521739130434783
q6fi81,0.7659574468085106
q13568,0.8
p04626,0.9925373134328358
p13010,1.0
q9h1d0,0.9014084507042254
p55036,0.6666666666666666
q86wv6,0.9444444444444444
q925j9,1.0
p70447,0.9482758620689655
q96ay2,0.36363636363636365
p25638,1.0
p0c077,0.7272727272727273
p84040,0.1728395061728395
q71ui9,0.7
q8r316,1.0
p49768,0.948051948051948
q03518,0.9821428571428571
o74774,0.36018957345971564
p77522,0.8454545454545455
o94316,1.0
q9y239,0.39285714285714285
q9n4u5,1.0
p38293,1.0
p37330,1.0
o14713,0.8181818181818182
p53632,0.8479087452471483
q9nqa5,0.8273381294964028
p52799,0.9382716049382716
q07009,0.012658227848101266
o94907,0.9090909090909091
q8wxe9,1.0
p53136,0.2
q80vp1,0.9050279329608939
p01130,0.03773584905660377
p19880,0.4954128440366973
p08592,1.0
q07955,0.40298507462686567
p07305,0.7678571428571429
o60828,0.8980582524271845
q9ujx4,0.544
p11021,0.4444444444444444
p20823,1.0
p27321,1.0
q9h2y7,1.0
q9jk11,1.0
o43312,1.0
q96b02,1.0
p0agb6,0.0
q06208,1.0
q02554,1.0
q96pu5,0.8148148148148148
q02413,1.0
p36100,0.6736111111111112
p48439,0.0
o54928,0.9714285714285714
p83731,0.9428571428571428
p70444,0.8292682926829268
q63450,0.48717948717948717
p49427,0.5507246376811594
p40161,0.72
p0ae98,1.0
p42768,0.7352941176470589
p02655,1.0
o60829,0.9803921568627451
o75554,1.0
p49687,1.0
p40259,0.42857142857142855
o60563,1.0
o75533,1.0
q8ry59,0.859375
p62877,1.0
p10721,0.9090909090909091
p20591,0.21568627450980393
q14457,0.6866666666666666
q86ux7,0.40963855421686746
q05471,1.0
d0pv95,0.9880952380952381
q12483,0.18181818181818182
q16236,0.0625
o15234,1.0
p36161,1.0
p02283,1.0
q05776,1.0
q9nr61,0.9699248120300752
q8wup2,0.9647058823529412
o94444,0.5151515151515151
p62805,1.0
p36152,0.8869565217391304
q01094,0.7254901960784313
o95644,0.5757575757575758
q9qwh1,1.0
q8t9b6,0.684931506849315
p50750,0.5833333333333334
q92913,0.56
q12778,0.96
p14921,1.0
q92945,0.15730337078651685
q9ujx6,0.48255813953488375
p28235,0.6534653465346535
q8n5y2,0.9523809523809523
p84022,0.9310344827586207
p69490,1.0
q68dk7,1.0
q07889,1.0
q96fi4,0.8974358974358975
p55735,0.6153846153846154
q09882,1.0
q9uqc2,1.0
q96iz0,1.0
q12905,0.7931034482758621
p47047,0.4603174603174603
q676u5,0.7692307692307693
p53905,1.0
q8ig33,0.22535211267605634
q15637,0.4807692307692308
p14598,0.875
q13547,0.8207547169811321
p58753,0.9047619047619048
p27472,0.9871794871794872
c6ksx0,0.25
p13693,0.84375
q53gg5,1.0
q99ml1,0.6176470588235294
p06239,0.0
p04908,0.7333333333333333
p47710,1.0
q99741,0.42857142857142855
q8wug5,0.8476190476190476
o60885,0.2727272727272727
p13861,0.5957446808510638
q92540,0.6666666666666666
q15726,1.0
q24139,1.0
p20239,0.36363636363636365
q9ums4,0.07692307692307693
